,Index,JobLine,NormorlizedJobLine
7906,7906,Forecasted sales and improved accuracy – (MAPE and RMSE) by 30% by implementing advanced forecasting algorithms that were effective in detecting seasonality and trends in the patterns.,data scientist forecast sale improv accuraci mape rmse implement advanc forecast algorithm effect detect season trend pattern
7907,7907,"Increased accuracy helped business plan better with respect to budgeting and sales and operations planning. Tuned model parameters (p, d, q for ARIMA) using walk forward validation techniques for optimal model performance.",data scientist increas accuraci help busi plan better respect budget sale oper plan tune model paramet arima use walk forward valid techniqu optim model perform
7908,7908,"Developed voice enabled features for Samsung Health, Internet, and Gallery applications. Performed NLP tasks and techniques such as parsing, text pre -processing, named entity recognition, Modelling and Testing. Train set preparation: model building for CNN based Intent classifier and Slot tagger.",data scientist develop voic enabl featur samsung health internet galleri applic perform nlp task techniqu pars text pre process name entiti recognit model test train set prepar model build cnn base intent classifi slot tagger
7909,7909,Applied statistical and algebraic techniques to interpret key points from gathered data. Best epoch selection by plotting cost functions.,data scientist appli statist algebra techniqu interpret key point gather data best epoch select plot cost function
7910,7910,"Coached, developed and motivated team members, providing coaching and mentoring to junior data scientists on SAS and data mining techniques.",data scientist coach develop motiv team member provid coach mentor junior data scientist sa data mine techniqu
7911,7911,Building NLP data pipelines to preprocess and clean clinical patient notes (text data),data scientist build nlp data pipelin preprocess clean clinic patient note text data
7912,7912,Using machine learning and word embeddings to cluster similar patient documents (30 million UPMC patient data),data scientist use machin learn word embed cluster similar patient document million upmc patient data
7913,7913,Developed object oriented python scripts to produce high quality and diverse datasets for model training and certification needs.,data scientist develop object orient python script produc high qualiti divers dataset model train certif need
7914,7914,Working closely with internal stakeholders to define metrics using deep understanding of the business and create self-service dashboards/reports to bring more visibility,data scientist work close intern stakehold defin metric use deep understand busi creat self servic dashboard report bring visibl
7915,7915,"Tools and Platforms: Python, R, AWS, S3, EC2, Docker, Spark, SQL, NLP - NLTK, Spacy, Gensim.",data scientist tool platform python aw ec docker spark sql nlp nltk spaci gensim
7916,7916,"Acquired data from Applicational Program Interfaces (including Representational State Transfer architectures) using HTTP requests and crawlers (JavaScript, Python, R)",data scientist acquir data applic program interfac includ represent state transfer architectur use http request crawler javascript python
7917,7917,"Designed and maintained relational databases including PostgreSQL, MySQL, and MSSQL using DigitalOcean, Redshift, S3, and Spark (Python, R, SQL)",data scientist design maintain relat databas includ postgresql mysql mssql use digitalocean redshift spark python sql
7918,7918,"Implemented regression, clustering, and statistical modelling techniques to analyze financial and regulatory data (Python, R)",data scientist implement regress cluster statist model techniqu analyz financi regulatori data python
7919,7919,"Analyzed qualitative and quantitative business data using Google Analytics, Site Catalyst, and Coremetrics",data scientist analyz qualit quantit busi data use googl analyt site catalyst coremetr
7920,7920,"Designed cohesive, simple data presentations using Tableau, QlikView, and Periscope",data scientist design cohes simpl data present use tableau qlikview periscop
7921,7921,"Visualized data for 22 projects using 9 software libraries (JavaScript, R)",data scientist visual data project use softwar librari javascript
7922,7922,"Contributed to event-driven data management in the Amazon Cloud for 4 projects (JavaScript, Python)",data scientist contribut event driven data manag amazon cloud project javascript python
7923,7923,"Wrote dozens of R markdown documents to acquire, tidy, train & test (in multiple iterations), discuss, summarize, visualize, and deploy data",data scientist wrote dozen markdown document acquir tidi train test multipl iter discuss summar visual deploy data
7924,7924,"Apply data science solutions to a wide range of proprietary, industry-standard and open-source data stores, and tools to assemble, organize, and analyze data to execute on a new analytic vision and analytic delivery to assess and develop new analytic capabilities and opportunities gaining in-depth exposure into business strategic initiatives.",data scientist appli data scienc solut wide rang proprietari industri standard open sourc data store tool assembl organ analyz data execut new analyt vision analyt deliveri assess develop new analyt capabl opportun gain depth exposur busi strateg initi
7925,7925,"Assess the effectiveness and accuracy of new data sources and data gathering techniques to analyze a variety of datasets to solve complex, structured, and unstructured business problems with particular emphasis on the use of data driven techniques, statistical and mathematical models, advanced algorithms, and design-controlled experiments to convert data to actionable insights and leverage data visualization tools to effectively tell a story.",data scientist assess effect accuraci new data sourc data gather techniqu analyz varieti dataset solv complex structur unstructur busi problem particular emphasi use data driven techniqu statist mathemat model advanc algorithm design control experi convert data action insight leverag data visual tool effect tell stori
7926,7926,Operating in a senior analyst capacity in direct collaboration with key stakeholders that reside within the functions/lines-of-business throughout the organization to identify opportunities for leveraging company data to drive business solutions and insights.,data scientist oper senior analyst capac direct collabor key stakehold resid within function line busi throughout organ identifi opportun leverag compani data drive busi solut insight
7927,7927,"Develop processes and tools to monitor and analyze model performance and data accuracy to mine and analyze data from company databases (structured and unstructured resources) to drive optimization and improvement of product development, marketing techniques, and business strategies.",data scientist develop process tool monitor analyz model perform data accuraci mine analyz data compani databas structur unstructur resourc drive optim improv product develop market techniqu busi strategi
7928,7928,"Worked closely with Engineer Architects, Software Developers, and Data Scientist to create ingestion and visualization techniques that aid in understanding data",data scientist work close engin architect softwar develop data scientist creat ingest visual techniqu aid understand data
7929,7929,"Maintained awareness of state of art machine learning and techniques, methods and platforms, including commercial and open source",data scientist maintain awar state art machin learn techniqu method platform includ commerci open sourc
7930,7930,"Tested solutions on AWS using services such as EC2, S3, and Elastic Search",data scientist test solut aw use servic ec elast search
7931,7931,"Utilized various clustering techniques in Elastic Search to identify status of capabilities, requirements and contract cost",data scientist util variou cluster techniqu elast search identifi statu capabl requir contract cost
7932,7932,Identified procedural areas of improvement by analyzing customer data to help ingest data and build data visualizations,data scientist identifi procedur area improv analyz custom data help ingest data build data visual
7933,7933,"Built data flow and templates in Apache Nifi to ingest large amounts of data to be stored in Amazon Web Service (AWS) S3 buckets and converted to JSON, CSV, or SQL output files",data scientist built data flow templat apach nifi ingest larg amount data store amazon web servic aw bucket convert json csv sql output file
7934,7934,"Developed approaches to cross-correlate data sources utilizing JSON code to research, query, transform and ensure data is consistent among data-sets and builds models and visualizations",data scientist develop approach cross correl data sourc util json code research queri transform ensur data consist among data set build model visual
7935,7935,"Served as data steward and liaison by identifying and documenting requirements, defining and refining performance objectives, metrics, data sources and analytics",data scientist serv data steward liaison identifi document requir defin refin perform object metric data sourc analyt
7936,7936,"Assisted team with data gathering efforts, comprehensive data studies, and initiatives in order to develop information models, data forecasts, advanced and predictive analytics visualizations based on generally accepted statistical methods",data scientist assist team data gather effort comprehens data studi initi order develop inform model data forecast advanc predict analyt visual base gener accept statist method
7937,7937,"Created dashboards utilizing Lens, Canvas, and Workspaces within Kibana console which display time series, heat maps and various analytical visualizations.",data scientist creat dashboard util len canva workspac within kibana consol display time seri heat map variou analyt visual
7938,7938,Provided comprehensive analysis and recommend solutions to address complex business problems and issues using data from internal and external sources and applied advanced analytical methods to assess factors impacting growth and profitability across product and service offerings,data scientist provid comprehens analysi recommend solut address complex busi problem issu use data intern extern sourc appli advanc analyt method assess factor impact growth profit across product servic offer
7939,7939,"Consumer Product Recommendation Application using power of Pyspark and hybrid (mix of popularity,content,collaborative) recommendation algorithm. Avoided cold start problem and usage of efficient feature selection algorithm improves result.",data scientist consum product recommend applic use power pyspark hybrid mix popular content collabor recommend algorithm avoid cold start problem usag effici featur select algorithm improv result
7940,7940,Helped security product company to improve their product and services by better managing their customer reviews using Improved and efficient topic analysis over time with power of NLP.,data scientist help secur product compani improv product servic better manag custom review use improv effici topic analysi time power nlp
7941,7941,Helped Auto Insurance company by building predictive model to predict auto insurance amount to provide fruitful quote to customer using Linear regression.,data scientist help auto insur compani build predict model predict auto insur amount provid fruit quot custom use linear regress
7942,7942,"Proposed machine learning model to identify and predict faulty machine part on real time ,ahead of time to prevent further damage using Using Deep learning with power of Pytorch.",data scientist propos machin learn model identifi predict faulti machin part real time ahead time prevent damag use use deep learn power pytorch
7943,7943,Design and developed Neo4j graph data model on procurement that reduces procurement cost and improves company profit margin.,data scientist design develop neo graph data model procur reduc procur cost improv compani profit margin
7944,7944,Helped health insurance provider by creating binary classification model using SVM to determine whether person is diabetic that would decide their premium amount.,data scientist help health insur provid creat binari classif model use svm determin whether person diabet decid premium amount
7945,7945,Developing flash flood forecasting/warning system for CONUS region. Using neural networks and random forests with bagging and boosting; able to predict flash floods in river basins.,data scientist develop flash flood forecast warn system conu region use neural network random forest bag boost abl predict flash flood river basin
7946,7946,"Designed and built data pipeline & performed preprocessing data, feature selection, visualization, modeling, cross-validation, hyper-parameter tuning training and validation techniques using python and R. This implementation has improved accuracy of prediction by 70%.",data scientist design built data pipelin perform preprocess data featur select visual model cross valid hyper paramet tune train valid techniqu use python implement improv accuraci predict
7947,7947,"Dynamic web development using HTML, CSS, JavaScript, Bootstrap and python. Investigated available resources to develop more useful project plans to solve problems.",data scientist dynam web develop use html css javascript bootstrap python investig avail resourc develop use project plan solv problem
7948,7948,"Responsible for data collection, curation, annotation, engineering, and storage in building deep learning models for image content analysis. Data extraction, coercion, transformation, loading, and schema design.",data scientist respons data collect curat annot engin storag build deep learn model imag content analysi data extract coercion transform load schema design
7949,7949,"Designed, trained, and ran dozens of state-of-the-art convolutional neural networks.",data scientist design train ran dozen state art convolut neural network
7950,7950,"Extensive data science modeling and analysis for uncurated, unstructured customer data.",data scientist extens data scienc model analysi uncur unstructur custom data
7951,7951,"Performed model generation, evaluation and validation for classification, scoring, ranking, and clustering problems.",data scientist perform model gener evalu valid classif score rank cluster problem
7952,7952,"Deep understanding of OOP principles by coding daily, approximately 90% of the time.",data scientist deep understand oop principl code daili approxim time
7953,7953,"Passionate about data visualization, documentation, and presentation.",data scientist passion data visual document present
7954,7954,"Sampled relevant technology: convolutional neural networks, support vector machines, restricted Boltzmann machines, decision trees, random forests, hierarchal clustering, k-means clustering.",data scientist sampl relev technolog convolut neural network support vector machin restrict boltzmann machin decis tree random forest hierarch cluster mean cluster
7955,7955,"Designed surveys, opinion polls, and assessment tools to collect data.",data scientist design survey opinion poll assess tool collect data
7956,7956,"Performed data mining, data collection and predictive analytics.",data scientist perform data mine data collect predict analyt
7957,7957,"Distilled data to devise solutions related to budgeting, staffing and marketing decisions.",data scientist distil data devis solut relat budget staf market decis
7958,7958,Created graphs and charts detailing data analysis results.,data scientist creat graph chart detail data analysi result
7959,7959,Researched market trends.,data scientist research market trend
7960,7960,Developed new functions and applications to conduct analyses.,data scientist develop new function applic conduct analys
7961,7961,"Tested, validated and reformulated models to foster accurate prediction of outcomes.",data scientist test valid reformul model foster accur predict outcom
7962,7962,Worked alongside team members and leaders to identify analytical requirements and collect information to meet customer and project demands.,data scientist work alongsid team member leader identifi analyt requir collect inform meet custom project demand
7963,7963,Produced in-depth analyses and proposed solutions to meet complex business needs.,data scientist produc depth analys propos solut meet complex busi need
7964,7964,"Reviewed business areas to strengthen analytics, enhance strategic planning and support decision-making processes with solid data.",data scientist review busi area strengthen analyt enhanc strateg plan support decis make process solid data
7965,7965,Work extensively with TensorFlow.,data scientist work extens tensorflow
7966,7966,"Utilized programs (such as: SQL, Ruby on the Rails, C, Python, JAVA and Tableau) to extract and present data.",data scientist util program sql rubi rail python java tableau extract present data
7967,7967,"Responsibilities include conducting statistical analysis to determine key factors for planning and conducting experiments to prove Total fraud loss using prescriptive and predictive analytics by application of appropriate machine learning algorithms Designed and built real-time contextual behavioral personalization system using econometric and machine learning to predict customer's behavior, and help them to navigate through products of their choice.",data scientist respons includ conduct statist analysi determin key factor plan conduct experi prove total fraud loss use prescript predict analyt applic appropri machin learn algorithm design built real time contextu behavior person system use econometr machin learn predict custom behavior help navig product choic
7968,7968,"low latency models learn and predict online, enabling it to respond constantly to changes in card member's payment behavior at various stages, with accuracy over 90% Developed FIS Credit card fraud detection system.",data scientist low latenc model learn predict onlin enabl respond constantli chang card member payment behavior variou stage accuraci develop fi credit card fraud detect system
7969,7969,FIS features based on the transaction.,data scientist fi featur base transact
7970,7970,user and their environment are used with an ensemble of detection models to estimate risk/fraudulent behavior of a transaction in real-time.,data scientist user environ use ensembl detect model estim risk fraudul behavior transact real time
7971,7971,"Developed DIS as a Generic, adaptive and online fraud detection system to capture account takeover, Skimming, and No device related frauds.",data scientist develop di gener adapt onlin fraud detect system captur account takeov skim devic relat fraud
7972,7972,"Implemented ridge regression model, LASSO solver via both cross-validation and gradient descent to select the regularization parameter.",data scientist implement ridg regress model lasso solver via cross valid gradient descent select regular paramet
7973,7973,"Implemented several credit-risk models (G2, KT, G2A, BO) for fraud risk management and fraud prevention team Implemented a predictive model for new accounts and Applied Machine Learning, Text mining, NLP for improving search relevance, and Developed algorithms for real-time decision making.",data scientist implement sever credit risk model kt bo fraud risk manag fraud prevent team implement predict model new account appli machin learn text mine nlp improv search relev develop algorithm real time decis make
7974,7974,"Applied Large scale and low latency Machine learning to Non-parametric models, Fraud detection models, High dimensional data visualization.",data scientist appli larg scale low latenc machin learn non parametr model fraud detect model high dimension data visual
7975,7975,"Developed user product recommender Leveraged deep learning techniques for state-of-the-art information extraction, analysis, and manipulation in order to empower humans with AI for a greener semantic landscape for the better of all loan account holder resources management.",data scientist develop user product recommend leverag deep learn techniqu state art inform extract analysi manipul order empow human ai greener semant landscap better loan account holder resourc manag
7976,7976,"Built extensive data ingestion infrastructure using R and Python to automatically extract, cleanse, and database government and market information; inputs included open source USDA reports, weather data, land cover data, commodity exchange trading activity, and macroeconomic indicators.",data scientist built extens data ingest infrastructur use python automat extract cleans databas govern market inform input includ open sourc usda report weather data land cover data commod exchang trade activ macroeconom indic
7977,7977,"Established statistical program layer to streamline future price and crop yield forecast processes in feature selection, validation, and generation of best fit distributions for probabilistic analyses.",data scientist establish statist program layer streamlin futur price crop yield forecast process featur select valid gener best fit distribut probabilist analys
7978,7978,"Developed automated model selection and validation system, allowing rapid scaling from 5 states to 25 states and deployment of over 3,000 unique models. Each model was automatically adapted for the unique characteristics of each county and crop.",data scientist develop autom model select valid system allow rapid scale state state deploy uniqu model model automat adapt uniqu characterist counti crop
7979,7979,Provided pre-planting future price and yield forecasts of major agricultural commodities to aid fund designation decisions for crop insurer with time-series model and empirical econometric models.,data scientist provid pre plant futur price yield forecast major agricultur commod aid fund design decis crop insur time seri model empir econometr model
7980,7980,"Built up spatial economic models to assess wildfire and flood risks on house values, including analyzing the probability of disaster happening, historical house selling price, property tax and historical property claim data.",data scientist built spatial econom model assess wildfir flood risk hous valu includ analyz probabl disast happen histor hous sell price properti tax histor properti claim data
7981,7981,"Generate wildfire indices output map, providing insightful information for insurance client to gauge wildfire risk on farmland and timber land",data scientist gener wildfir indic output map provid insight inform insur client gaug wildfir risk farmland timber land
7982,7982,Led Deep Learning / Pattern Recognition Projects and Reporting to the Board of Directors.,data scientist led deep learn pattern recognit project report board director
7983,7983,"Designed Detailed Machine Learning System Architectures and Modules, NLP, and forecasting methods.",data scientist design detail machin learn system architectur modul nlp forecast method
7984,7984,Developed and Optimized an algorithm based on immigration tabular data to predict an applicant's situation based on their background and success factors.,data scientist develop optim algorithm base immigr tabular data predict applic situat base background success factor
7985,7985,Investigated and Evaluated Machine Learning and Deep Learning Algorithms on Global Weather Forecast data and Road Weather Information Systems sensor data of humongous size to predict road conditions.,data scientist investig evalu machin learn deep learn algorithm global weather forecast data road weather inform system sensor data humong size predict road condit
7986,7986,"Using RNN, CNN, LSTM and GRU recurrent neural networks in Tensorflow/Keras/Theano to forecast/predict the road weather conditions on time-series data",data scientist use rnn cnn lstm gru recurr neural network tensorflow kera theano forecast predict road weather condit time seri data
7987,7987,"Explored the techniques in applying Linear Regression, Support Vector Machines, Decision Tress, Random Forests",data scientist explor techniqu appli linear regress support vector machin decis tress random forest
7988,7988,Presented my work in bi-weekly presentations to the management and actively involved in industry visits to NOAA research labs.,data scientist present work bi weekli present manag activ involv industri visit noaa research lab
7989,7989,Investigated and Evaluated Machine Learning and Deep Learning Algorithms on Global Weather Forecast data and Road Weather Information Systems sensor data of humongous size to predict road conditions.,data scientist investig evalu machin learn deep learn algorithm global weather forecast data road weather inform system sensor data humong size predict road condit
7990,7990,"Using RNN, CNN, LSTM and GRU recurrent neural networks in Tensorflow/Keras/Theano to forecast/predict the road weather conditions on time-series data",data scientist use rnn cnn lstm gru recurr neural network tensorflow kera theano forecast predict road weather condit time seri data
7991,7991,"Explored the techniques in applying Linear Regression, Support Vector Machines, Decision Tress, Random Forests",data scientist explor techniqu appli linear regress support vector machin decis tress random forest
7992,7992,Presented my work in bi-weekly presentations to the management and actively involved in industry visits to NOAA research labs.,data scientist present work bi weekli present manag activ involv industri visit noaa research lab
7993,7993,"Developing anomaly detection and recommendation system models, such as  K-means Clustering, Collaborative Filtering, Embedding Dot Bias  algorithms, to reduce security risk in database access system",data scientist develop anomali detect recommend system model mean cluster collabor filter embed dot bia algorithm reduc secur risk databas access system
7994,7994,"Leading a team of data scientists and engineers to retrain and deploy a member-retention model with 100+ new features, improving 37% on AUC score",data scientist lead team data scientist engin retrain deploy member retent model new featur improv auc score
7995,7995,"Unsupervised Learning algorithm (Dimensionality Reduction, Clustering) in Medicare Fraud Detection Data.",data scientist unsupervis learn algorithm dimension reduct cluster medicar fraud detect data
7996,7996,"Responsible for leading Data Science team in Customer Intelligence unit at Moodys, serving as a contributor, coordinator, coach and mentor to data analysts and scientists, for synthesizing and presenting insights to executive directors and key stakeholders.",data scientist respons lead data scienc team custom intellig unit moodi serv contributor coordin coach mentor data analyst scientist synthes present insight execut director key stakehold
7997,7997,Developed BI-LSTM and CNN Deep Neural Nets for assessing Investor Services research documents' sentiments.,data scientist develop bi lstm cnn deep neural net assess investor servic research document sentiment
7998,7998,"Implemented machine learning algorithm and filters to detect and block customers who shared account credentials, increasing company revenue through subscription renewal by 7%.",data scientist implement machin learn algorithm filter detect block custom share account credenti increas compani revenu subscript renew
7999,7999,"Developed and implemented machine learning algorithms to optimize the company's product recommendation system, resulting in a 10% increase in online sales.",data scientist develop implement machin learn algorithm optim compani product recommend system result increas onlin sale
8000,8000,"Conducted exploratory data analysis to identify customer preferences and market trends, providing insights for the design and production teams to develop new product lines.",data scientist conduct exploratori data analysi identifi custom prefer market trend provid insight design product team develop new product line
8001,8001,Managed front end operations for Chemical Testing Laboratory,data scientist manag front end oper chemic test laboratori
8002,8002,"Used Lean and Six Sigma methodologies to implement process improvements across multiple teams, enhancing overall laboratory operational efficiency",data scientist use lean six sigma methodolog implement process improv across multipl team enhanc overal laboratori oper effici
8003,8003,"Utilized Microsoft SharePoint to automate, track and report on operational tasks",data scientist util microsoft sharepoint autom track report oper task
8004,8004,"Produced detailed documentation of existing processes and trained international staff, thereby increasing efficiency of data entry by 32%",data scientist produc detail document exist process train intern staff therebi increas effici data entri
8005,8005,Worked closely with Quality Department to ensure operational improvements remained in compliance with governing codes,data scientist work close qualiti depart ensur oper improv remain complianc govern code
8006,8006,"Held regular one-on-one meetings with subordinate staff, discussing their professional goals, overall work performance, and their career satisfaction",data scientist held regular one one meet subordin staff discuss profession goal overal work perform career satisfact
8007,8007,"Developed and implemented multiple SharePoint sites, sub-sites, calendars, libraries, lists, workflows with notifications and sub-task tracking utilizing various releases of SharePoint including 2010, 2013 and O365",data scientist develop implement multipl sharepoint site sub site calendar librari list workflow notif sub task track util variou releas sharepoint includ
8008,8008,Worked with international DevOps team to develop and implement offline disaster recovery LIMS tool based in Microsoft Access Database for all U.S. Laboratories to use during disasters,data scientist work intern devop team develop implement offlin disast recoveri lim tool base microsoft access databas laboratori use disast
8009,8009,"Produced daily operational reports for entire laboratory operations, involving intensive data pulls from internal LIMS system and use of pivot tables and macros",data scientist produc daili oper report entir laboratori oper involv intens data pull intern lim system use pivot tabl macro
8010,8010,Utilized Lean Six Sigma methodologies to produce dramatic improvements in operational efficiency,data scientist util lean six sigma methodolog produc dramat improv oper effici
8011,8011,Respected team leader who develops potential and leads to success,data scientist respect team leader develop potenti lead success
8012,8012,Machine Zone is one of the largest game developers of massively multiplayer mobile games in the world,data scientist machin zone one largest game develop massiv multiplay mobil game world
8013,8013,"It's games, Game of War, Mobile Strike and Final Fantasy XV are among the all-time highest grossing mobile games (1 Billion +) and are played by millions of players around the world",data scientist game game war mobil strike final fantasi xv among time highest gross mobil game billion play million player around world
8014,8014,Led development and cloud deployment of deep-learning and XGBoost based sales recommendation models serving personalized sales to millions of monthly active players across all MZ games,data scientist led develop cloud deploy deep learn xgboost base sale recommend model serv person sale million monthli activ player across mz game
8015,8015,Replaced a manual legacy rule-based kingdom/guild battle matching system with an automated cloud-based ML matching system serving Final Fantasy XV battle events,data scientist replac manual legaci rule base kingdom guild battl match system autom cloud base ml match system serv final fantasi xv battl event
8016,8016,"Developed and deployed purchase probability, LTV,, spend churn and game churn internal predictive modeling systems for use by live operations group",data scientist develop deploy purchas probabl ltv spend churn game churn intern predict model system use live oper group
8017,8017,Technical lead and chief evangelist for the first general-purpose A/B testing framework at MZ,data scientist technic lead chief evangelist first gener purpos test framework mz
8018,8018,"This framework unified A/B experiments carried by data science, sales, marketing and live operations groups who had previously utilized separate frameworks for their own experiments",data scientist framework unifi experi carri data scienc sale market live oper group previous util separ framework experi
8019,8019,Technical lead and chief evangelist for an in-house open-source based analytics/machine learning stack that abstracted away MZ infrastructure and ease of use to data analysts and scientists,data scientist technic lead chief evangelist hous open sourc base analyt machin learn stack abstract away mz infrastructur eas use data analyst scientist
8020,8020,"Produced detailed, understandable documents of complex processes that had many dependencies",data scientist produc detail understand document complex process mani depend
8021,8021,"Developed critical KPI Report, linked to 10+ SharePoint lists, which displays data in tables, charts and graphs.",data scientist develop critic kpi report link sharepoint list display data tabl chart graph
8022,8022,Managed front end operations for Chemical Testing Laboratory,data scientist manag front end oper chemic test laboratori
8023,8023,"Used Lean and Six Sigma methodologies to implement process improvements across multiple teams, enhancing overall laboratory operational efficiency",data scientist use lean six sigma methodolog implement process improv across multipl team enhanc overal laboratori oper effici
8024,8024,"Utilized Microsoft SharePoint to automate, track and report on operational tasks",data scientist util microsoft sharepoint autom track report oper task
8025,8025,"Produced detailed documentation of existing processes and trained international staff, thereby increasing efficiency of data entry by 32%",data scientist produc detail document exist process train intern staff therebi increas effici data entri
8026,8026,Worked closely with Quality Department to ensure operational improvements remained in compliance with governing codes,data scientist work close qualiti depart ensur oper improv remain complianc govern code
8027,8027,"Held regular one-on-one meetings with subordinate staff, discussing their professional goals, overall work performance, and their career satisfaction",data scientist held regular one one meet subordin staff discuss profession goal overal work perform career satisfact
8028,8028,"Developed and implemented multiple SharePoint sites, sub-sites, calendars, libraries, lists, workflows with notifications and sub-task tracking utilizing various releases of SharePoint including 2010, 2013 and O365",data scientist develop implement multipl sharepoint site sub site calendar librari list workflow notif sub task track util variou releas sharepoint includ
8029,8029,Worked with international DevOps team to develop and implement offline disaster recovery LIMS tool based in Microsoft Access Database for all U.S. Laboratories to use during disasters,data scientist work intern devop team develop implement offlin disast recoveri lim tool base microsoft access databas laboratori use disast
8030,8030,"Produced daily operational reports for entire laboratory operations, involving intensive data pulls from internal LIMS system and use of pivot tables and macros",data scientist produc daili oper report entir laboratori oper involv intens data pull intern lim system use pivot tabl macro
8031,8031,Utilized Lean Six Sigma methodologies to produce dramatic improvements in operational efficiency,data scientist util lean six sigma methodolog produc dramat improv oper effici
8032,8032,Respected team leader who develops potential and leads to success,data scientist respect team leader develop potenti lead success
8033,8033,"Produced detailed, understandable documents of complex processes that had many dependencies",data scientist produc detail understand document complex process mani depend
8034,8034,Coordinated with management and operations to identify areas of concern within and surrounding EDI Enrollment process,data scientist coordin manag oper identifi area concern within surround edi enrol process
8035,8035,Developed recovery plan including operational process improvements and business systems application changes,data scientist develop recoveri plan includ oper process improv busi system applic chang
8036,8036,"Created customized web-based solution utilizing SharePoint 2010, 2013 and O365 including systematic email notification upon identified triggers",data scientist creat custom web base solut util sharepoint includ systemat email notif upon identifi trigger
8037,8037,"Developed graphical, tabular reports for team, manager, director, and executive reporting",data scientist develop graphic tabular report team manag director execut report
8038,8038,Managed communications for all EDI issues reported both internally and externally,data scientist manag commun edi issu report intern extern
8039,8039,"Defined, documented, and trained personnel regarding new roles and responsibilities",data scientist defin document train personnel regard new role respons
8040,8040,Coordinated with multiple teams and developed approved routing protocols ensuring efficiency and accuracy of work distribution,data scientist coordin multipl team develop approv rout protocol ensur effici accuraci work distribut
8041,8041,"Performed stabilization of operational processes reducing email backlog inventory by 99% - from 4,000+ to 40",data scientist perform stabil oper process reduc email backlog inventori
8042,8042,Developed and performed daily executive reporting,data scientist develop perform daili execut report
8043,8043,Performed process improvement via extensive networking with multiple internal departments,data scientist perform process improv via extens network multipl intern depart
8044,8044,Networked extensively with internal and external stakeholders to develop business requirements,data scientist network extens intern extern stakehold develop busi requir
8045,8045,"Performed extensive research on EDI process, from architecture to transmission",data scientist perform extens research edi process architectur transmiss
8046,8046,Documented EDI process and developed training manuals for new EDI staff,data scientist document edi process develop train manual new edi staff
8047,8047,Managed EDI Issue reporting and resolution team to dramatic success,data scientist manag edi issu report resolut team dramat success
8048,8048,"Developed and implemented periodic reports for executives, directors, managers and operations",data scientist develop implement period report execut director manag oper
8049,8049,"Extensive use of Excel, especially pivot tables, meta-data and data connections",data scientist extens use excel especi pivot tabl meta data data connect
8050,8050,"Developed 40+ SharePoint implementations, each meeting unique business requirements.",data scientist develop sharepoint implement meet uniqu busi requir
8051,8051,Coordinated with management and operations to identify areas of concern within and surrounding EDI Enrollment process,data scientist coordin manag oper identifi area concern within surround edi enrol process
8052,8052,Developed recovery plan including operational process improvements and business systems application changes,data scientist develop recoveri plan includ oper process improv busi system applic chang
8053,8053,"Created customized web-based solution utilizing SharePoint 2010, 2013 and O365 including systematic email notification upon identified triggers",data scientist creat custom web base solut util sharepoint includ systemat email notif upon identifi trigger
8054,8054,"Developed graphical, tabular reports for team, manager, director, and executive reporting",data scientist develop graphic tabular report team manag director execut report
8055,8055,Managed communications for all EDI issues reported both internally and externally,data scientist manag commun edi issu report intern extern
8056,8056,"Defined, documented, and trained personnel regarding new roles and responsibilities",data scientist defin document train personnel regard new role respons
8057,8057,Coordinated with multiple teams and developed approved routing protocols ensuring efficiency and accuracy of work distribution,data scientist coordin multipl team develop approv rout protocol ensur effici accuraci work distribut
8058,8058,"Performed stabilization of operational processes reducing email backlog inventory by 99% - from 4,000+ to 40",data scientist perform stabil oper process reduc email backlog inventori
8059,8059,Developed and performed daily executive reporting,data scientist develop perform daili execut report
8060,8060,Performed process improvement via extensive networking with multiple internal departments,data scientist perform process improv via extens network multipl intern depart
8061,8061,Networked extensively with internal and external stakeholders to develop business requirements,data scientist network extens intern extern stakehold develop busi requir
8062,8062,"Performed extensive research on EDI process, from architecture to transmission",data scientist perform extens research edi process architectur transmiss
8063,8063,Documented EDI process and developed training manuals for new EDI staff,data scientist document edi process develop train manual new edi staff
8064,8064,Managed EDI Issue reporting and resolution team to dramatic success,data scientist manag edi issu report resolut team dramat success
8065,8065,"Developed and implemented periodic reports for executives, directors, managers and operations",data scientist develop implement period report execut director manag oper
8066,8066,"Extensive use of Excel, especially pivot tables, meta-data and data connections",data scientist extens use excel especi pivot tabl meta data data connect
8067,8067,"Developed 40+ SharePoint implementations, each meeting unique business requirements.",data scientist develop sharepoint implement meet uniqu busi requir
8068,8068,"Managed client engagement throughout installation and maintenance of Radio Frequency Identification (RFID) devices, including antennae, wire, locking mechanisms, safety releases, surveillance equipment, remote viewing and tracking software and digital intercommunications telephony",data scientist manag client engag throughout instal mainten radio frequenc identif rfid devic includ antenna wire lock mechan safeti releas surveil equip remot view track softwar digit intercommun telephoni
8069,8069,Monitored contracts and service level agreements to identify potential risks and implement mitigation actions to protect development process from unforeseen delays and costs.,data scientist monitor contract servic level agreement identifi potenti risk implement mitig action protect develop process unforeseen delay cost
8070,8070,"Outlined work plans, determined resources, wrote timelines and generated initial budgets as part of project scope determination.",data scientist outlin work plan determin resourc wrote timelin gener initi budget part project scope determin
8071,8071,"Researched product development and competitor growth, identifying areas of opportunity for product development and service offerings",data scientist research product develop competitor growth identifi area opportun product develop servic offer
